AppID,PermissionToName,AppName,Reviewer,Platform,OS,Whichpopulationsistheapptargeting,Howwouldyoubestcategorizetheappdeveloper,Whatkindsofsupportdoesthedeveloperoffer,Wasanappropriateclinicalexpertinvolvedinappdevelopmentorqualitycontrol,Werepatientsinvolvedinappdevelopmentorqualitycontrol,Doestheappmakereferencetodiseasespecificguidelines,DoestheappclaimtobecompliantwiththeFDAguidelinessurroundingregulationofmobilemedicalapps,Doestheapprequirealogin,Doestheapphaveinappadvertising,IfyouansweredYestothepriorquestionisitpossibletoupgradetoanadfreeversion,Istheapptetheredtoahealthcaresystem,Cantheappsyncdirectlywithaperipheraldevice,IftheappisaniOSappisitcompatiblewithHealthKit,IftheappisanAndroidappisitcompatiblewithGoogleFit,Doestheapphaveaprivacypolicy,Doestheappdeveloperprovideruserinformationtoothersindividuallyorinaggregate,DoestheappclaimtomeetthestandardofHIPAAcompliance,Inwhatwaysdoestheappengagepatients,Doestheapprewardtheuserforengagingwiththeapporachievinghealthgoals,DoestheappengageusersthroughsocialmediaIfsohow,Doestheappappropriatelywarnuserscaregiversorclinicianswhendangerousinformationisentered,HowdoestheapphandlecommunicationorsharingofinformationwithCAREGIVERS,HowdoestheapphandlecommunicationorsharingofinformationwithCLINICIANS,IthinkthatIwouldliketousethisappfrequently,Ifoundtheappunnecessarilycomplex,Ithoughttheappwaseasytouse,IthinkthatIwouldneedthesupportofatechnicalpersontobeabletousethisapp,Ifoundthevariousfunctionsinthisappwerewellintegrated,Ithoughttherewastoomuchinconsistencyinthisapp,Iwouldimaginethatmostpeoplewouldlearntousethisappveryquickly,Ifoundtheappverycumbersometouse,Ifeltveryconfidentusingtheapp,IneededtolearnalotofthingsbeforeIcouldgetgoingwiththisapp,Howlikelyisitthatyouwouldrecommendthisapptoafriendorcolleague,iOSAvgRating,iOSNumRatings,AndroidAvgRating,AndroidNumRatings,AndroidNumDownloads,iOSONLYPricetodownloadtheappindollars,iOSONLYPricetopurchaseALLinapppurchasesindollars,iOSONLYAnnualpricetopurchaseasubscriptionindollars,ANDROIDONLYPricetodownloadtheappindollars,ANDROIDONLYPricetopurchaseALLinapppurchasesindollars,ANDROIDONLYAnnualpricetopurchaseasubscriptionindollars
119,n,,clinician_reviewer,iPhone,iOS,Coronary artery disease or congestive heart failure,Medical professional society,None of the above,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",Yes,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician",No,None of the above,Yes,None of the above,None of the above,,,,,,,,,,,1,5,8,,,,0,0,0,,,
119,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Coronary artery disease or congestive heart failure,For-profit company,None of the above,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,Yes,None of the above,None of the above,5,1,5,1,5,1,5,1,5,1,,,,,,,0,0,0,,,
121,y,eCBT Mood,clinician_reviewer,iPhone,iOS,Depression or bipolar disorder,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,7,,,,,,0.99,0,0,,,
121,y,eCBT Mood,nonclinician_reviewer,iPad or iPad Mini,iOS,Depression or bipolar disorder,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,1,5,1,5,1,5,1,5,1,,3,100,,,,0.99,0,0,,,
122,y,MoodKit,clinician_reviewer,iPhone,iOS,Depression or bipolar disorder,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,No,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,8,,,,,,4.99,0,0,,,
122,y,MoodKit,nonclinician_reviewer,iPad or iPad Mini,iOS,Depression or bipolar disorder,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,No,No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,1,5,1,5,1,5,1,5,2,,4.5,343,,,,4.99,0,0,,,
127,n,,clinician_reviewer,iPhone,iOS,"Asthma or COPD, Coronary artery disease or congestive heart failure, Dementia or mild cognitive impairment, Diabetes mellitus",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,"Caregiver has access to information using separate login, Patient can e-mail information to caregiver using app",Patient can e-mail information to clinician using app,,,,,,,,,,,1,,,,,,0,0,0,,,
127,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,All of the above,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,No,Not stated,No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,Private (e.g. app connects you to other patients through its own social media platform),No,"Caregiver has access to information using separate login, Patient can e-mail information to caregiver using app",Patient can e-mail information to clinician using app,5,1,5,1,5,1,5,1,5,2,,,,,,,0,0,0,,,
131,n,,clinician_reviewer,iPhone,iOS,Hypertension,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,Yes,None of the above,None of the above,,,,,,,,,,,3,4.5,6,,,,0,0,0,,,
131,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,"Elderly, Hypertension, Stroke",Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,No,No,"Records information, Displays patient's health information",No,None of the above,Yes,None of the above,None of the above,4,1,5,1,5,1,5,1,5,1,,,,,,,0,0,0,,,
138,n,,clinician_reviewer,Android tablet,Android,Hypertension,For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,7,,,,,,,,,0,5,30
138,n,,nonclinician_reviewer,Android tablet,Android,Hypertension,For-profit company,"E-mail, Text messaging/SMS",No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,4,1,5,1,5,1,4,1,4,1,,,,4,3,"100,000 - 500,000",,,,0,5,30
140,n,,clinician_reviewer,iPhone,iOS,Hypertension,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,6,,,,,,1.99,0,0,,,
140,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Hypertension,Individual,Text messaging/SMS,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Yes,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,5,1,5,1,5,1,5,1,5,1,,4.5,13,,,,1.99,0,0,,,
141,n,,clinician_reviewer,iPhone,iOS,Hypertension,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Yes,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,10,,,,,,1.99,0,,,,
141,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Hypertension,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Yes,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,1,5,1,5,1,5,1,5,1,,,,,,,1.99,0,0,,,
142,n,,clinician_reviewer,iPhone,iOS,Hypertension,For-profit company,E-mail,Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Yes,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,Yes,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,9,,,,,,2.99,,839.88,,,
142,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,"Diabetes mellitus, Hypertension",For-profit company,"E-mail, Live chat, Text messaging/SMS",Clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,"Clinician has access to information using separate login, Patient can e-mail information to clinician using app",5,1,5,1,5,1,5,1,4,2,,,,,,,2.99,0,799.96,,,
143,n,,clinician_reviewer,Android tablet,Android,Hypertension,For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,5,,,,,,,,,0,6,
143,n,,nonclinician_reviewer,Android tablet,Android,Hypertension,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,3,1,4,1,4,1,4,1,4,1,,,,4,1369,"100,000 - 500,000",,,,0,6.06,0
144,n,,clinician_reviewer,iPhone,iOS,Hypertension,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Yes,Not applicable (iOS app),Yes,No,No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,6,4,7,,,,0,1.99,0,,,
144,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Hypertension,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,5,1,4,1,4,1,4,1,5,1,,,,,,,1.99,0,0,,,
145,n,,clinician_reviewer,Android tablet,Android,Hypertension,For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,No,No,Yes,Yes,Yes,No,Yes,Not applicable (Android app),Yes,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Enables communication of information with clinician",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,3,,,4,1,"100,000 - 500,000",,,,0,1.77,0
145,n,,nonclinician_reviewer,Android tablet,Android,"Hypertension, Obesity",For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,Yes,Not applicable (Android app),Yes,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,4,1,5,1,5,1,5,1,5,1,,,,,,,,,,0,1.67,0
147,n,,clinician_reviewer,iPhone,iOS,Hypertension,For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Yes,Not applicable (iOS app),Yes,"Yes, in aggregate only",No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,None of the above,Yes,"Caregiver has access to information using separate login, Patient can e-mail information to caregiver using app",Patient can e-mail information to clinician using app,,,,,,,,,,,4,5,80,,,,0,,,,,
147,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Hypertension,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Yes,Not applicable (iOS app),Yes,No,Yes,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",Yes,Patient can e-mail information to caregiver using app,"Clinician has access to information using separate login, Patient can e-mail information to clinician using app",5,1,5,1,5,1,5,1,5,1,,,,,,,0,0,0,,,
150,n,,clinician_reviewer,Android tablet,Android,Obesity,For-profit company,None of the above,No clinical expert involved,No patients involved,No,No,Yes,Yes,No,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information",No,Private (e.g. app connects you to other patients through its own social media platform),No,None of the above,None of the above,,,,,,,,,,,2,,,,,,,,,0,0,0
150,n,,nonclinician_reviewer,Android tablet,Android,Obesity,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,No,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,3,1,4,1,4,1,5,1,5,1,,,,3.5,74,"100,000 - 500,000",,,,0,0,0
156,n,,clinician_reviewer,iPhone,iOS,"Diabetes mellitus, Hypertension, Obesity",Individual,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,Yes,Not applicable (iOS app),No,Not stated,No,"Records information, Reminds or alerts patients",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,None of the above,None of the above,,,,,,,,,,,6,,,,,,0,2.99,,,,
156,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,Obesity,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,Yes,No,Not applicable (iOS app),No,Not stated,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc), Private (e.g. app connects you to other patients through its own social media platform)",Yes,None of the above,None of the above,5,1,5,1,5,1,5,1,5,1,,4,20,,,,2.99,2.99,0,,,
157,y,Obesity / Excess weight,clinician_reviewer,Android tablet,Android,Obesity,For-profit company,None of the above,No clinical expert involved,No patients involved,Yes,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,2,,,0,, 5 - 10,,,,3.99,0,0
157,y,Obesity/Excess Weight,nonclinician_reviewer,Android tablet,Android,"Diabetes mellitus, Hypertension, Obesity",For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,4,2,4,1,4,2,5,1,4,1,,,,,,,,,,4,0,0
158,y,Weight Calorie Watch,clinician_reviewer,Android tablet,Android,Obesity,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,Yes,No,No,No,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,5,,,,,,,,,0,0,0
158,y,Weight Calorie Watch,nonclinician_reviewer,Android tablet,Android,"Diabetes mellitus, Hypertension, Obesity",Other non-profit organization,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information, Reminds or alerts patients",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,"Patient can e-mail information to caregiver using app, Patient can text information to caregiver using app","Patient can e-mail information to clinician using app, Patient can text information to clinician using app",5,2,4,1,5,1,4,2,4,1,,,,3.5,1,"100,000 - 500,000",,,,0,0,0
159,y,Weight Control,clinician_reviewer,Android tablet,Android,Obesity,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,4,,,,,,,,,0,1.31,
159,y,Weight Control,nonclinician_reviewer,Android tablet,Android,Obesity,Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Not applicable (Android app),No,No,Not stated,No,"Records information, Displays patient's health information, Reminds or alerts patients",No,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,3,1,4,1,4,2,4,2,4,1,,,,4,861,"50,000 - 100,000",,,,0,2,0
162,n,,clinician_reviewer,Android tablet,Android,Pain,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,"Yes, in aggregate only",Yes,"Provides educational information, Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,3,,,,,,,,,3.99,5.99,0
162,n,,nonclinician_reviewer,Android tablet,Android,Pain,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",No,None of the above,No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,4,2,4,1,5,1,4,1,4,1,,,,4.5,402,"1,000 - 5,000",,,,3.99,0,0
165,y,APPstinent,clinician_reviewer,Android phone,Android,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,6,,,3.5,9,100 - 500,,,,1.29,0,0
165,y,APPstinent,nonclinician_reviewer,Android tablet,Android,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,Yes,No,No,"Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information",Yes,None of the above,No,None of the above,None of the above,4,1,5,1,4,1,5,1,5,1,,,,,,,,,,1.29,0,0
166,n,,clinician_reviewer,iPhone,iOS,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,No,Not applicable (iOS app),No,Not stated,No,"Records information, Displays patient's health information, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,Patient can e-mail information to caregiver using app,Patient can e-mail information to clinician using app,,,,,,,,,,,5,4.5,86,,,,0,4.99,0,,,
166,n,,nonclinician_reviewer,iPad or iPad Mini,iOS,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,Yes,No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Records information, Displays patient's health information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,"Patient can e-mail information to caregiver using app, Patient can text information to caregiver using app","Patient can e-mail information to clinician using app, Patient can text information to clinician using app",5,1,5,1,5,1,5,1,5,1,,,,,,,0,4.99,0,,,
170,y,Quit It - stop smoking today,clinician_reviewer,iPhone,iOS,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,No,No,"Provides educational information, Reminds or alerts patients, Enables communication of information with clinician, Enables communication of information with family (e.g. caregiver)",Yes,"Public (e.g. Twitter, Facebook, Pinterest, etc)",No,"Patient can e-mail information to caregiver using app, Patient can text information to caregiver using app","Patient can e-mail information to clinician using app, Patient can text information to clinician using app",,,,,,,,,,,8,4.5,166,,,,1.99,0,0,,,
170,y,Quit it - stop smoking today,nonclinician_reviewer,iPad or iPad Mini,iOS,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,Not applicable (iOS app),No,Not stated,No,"Provides educational information, Displays patient's health information",Yes,None of the above,No,None of the above,None of the above,3,1,5,1,5,1,5,1,5,1,,,,,,,1.99,0,0,,,
174,n,,clinician_reviewer,Android phone,Android,"Smoking, alcohol, or drug abuse",Individual,E-mail,No clinical expert involved,No patients involved,No,No,No,Yes,Yes,No,No,Not applicable (Android app),No,No,Not stated,No,Records information,No,None of the above,No,None of the above,None of the above,,,,,,,,,,,4,,,,,,,,,0,2.78,0
174,n,,nonclinician_reviewer,Android tablet,Android,"Smoking, alcohol, or drug abuse",For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,Not applicable (Android app),No,No,No,No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,3,1,3,1,3,1,4,1,3,1,,,,4,563,"10,000 - 50,000",,,,0,2.78,0
103b,n,,clinician_reviewer,iPhone,Both,Asthma or COPD,For-profit company,"E-mail, Phone",No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,,,,,,,,,,,1,,,,,,0,0,0,0,0,0
103b,n,,nonclinician_reviewer,"iPad or iPad Mini, Android tablet",Both,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,"Yes, in aggregate only",No,"Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,3,1,5,1,5,1,5,1,5,1,,,,0,,50 - 100,0,0,0,0,0,0
104b,n,,clinician_reviewer,"iPhone, Android tablet",Both,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,"Yes, in aggregate only",No,None of the above,No,Private (e.g. app connects you to other patients through its own social media platform),No,None of the above,None of the above,,,,,,,,,,,8,,,,,,0,0,0,0,0,0
104b,n,,nonclinician_reviewer,"iPad or iPad Mini, Android tablet",Both,Asthma or COPD,For-profit company,E-mail,No clinical expert involved,No patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,"Yes, in aggregate only",No,Enables communication of information with family (e.g. caregiver),No,Private (e.g. app connects you to other patients through its own social media platform),No,Caregiver has access to information using separate login,None of the above,5,1,5,1,5,1,5,1,5,1,,,,4.5,11,100 - 500,0,0,0,0,0,0
107b,y,Wellapets - Asthma Education,clinician_reviewer,"iPhone, Android tablet",Both,Asthma or COPD,For-profit company,E-mail,Clinical expert involved,Patients involved,No,No,Yes,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,"Yes, in aggregate only",No,Provides educational information,Yes,None of the above,No,None of the above,None of the above,,,,,,,,,,,8,,,,,,,,,5.99,0,0
107b,y,Wellapets - Asthma Education,nonclinician_reviewer,"iPad or iPad Mini, Android tablet",Both,Asthma or COPD,For-profit company,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,"Yes, in aggregate only",No,"Provides educational information, Reminds or alerts patients",Yes,None of the above,No,None of the above,None of the above,5,1,5,1,5,1,5,1,5,1,,4,28,4,32,"500 - 1,000",0,0,0,9.99,0,0
110b,y,ASCVD Risk Estimator,clinician_reviewer,"iPhone, Android tablet",Both,Coronary artery disease or congestive heart failure,Medical professional society,E-mail,Clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,Yes,No,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it)",No,None of the above,Yes,None of the above,None of the above,,,,,,,,,,,6,,,,,,0,0,0,0,0,0
110b,y,ASCVD Risk Calculator,nonclinician_reviewer,"iPad or iPad Mini, Android tablet",Both,Coronary artery disease or congestive heart failure,Medical professional society,E-mail,No clinical expert involved,No patients involved,Yes,No,No,No,"Not applicable (answered \No\"" to prior question)""",No,No,No,No,No,Not stated,No,"Provides educational information, Instructs patients (app provides guidance or advice based on information you provide it), Records information, Displays patient's health information",No,None of the above,No,None of the above,None of the above,1,1,5,1,5,1,5,1,5,1,,4,20,4.5,854,"50,000 - 100,000",0,0,0,0,0,0
