Date,Location,Deaths,Injuries,Total,Description
1/20/2009,"Mount Morris Township, Michigan",0,4,4,"Four people, ranging in age from 16 to 20-years-old, were shot and injured in the parking lot of Beecher High School after a basketball game.[102]"
2/17/2009,"Detroit, Michigan",0,3,3,"At Central High School, a 17-year-old male shot a 19-year-old male, who shot a nearby 18-year old after the teenagers had been involved in a fight.[103]"
4/26/2009,"Hampton, Virginia",0,3,3,"18-year-old Odane Greg Maye, a former student of Hampton University, followed a 43-year-old pizza delivery man into his former dormitory. Armed with three guns, Maye wounded the delivery man, then the dorm monitor. Lastly, Maye shot himself in a suicide attempt. He survived and was convicted of two charges of malicious wounding, two counts of using a gun in a felony; burglary; and shooting in an occupied building. He was sentenced to fourteen years of prison in November 2009, and was ordered by a judge to pay more than $62,000 in restitution to his victims for lost wages.[104]"
5/18/2009,"Cambridge, Massachusetts",1,0,1,"20-year-old Jabrai Copney, 23-year-old Jason Aquino, and 19-year-old Blayn Jiggetts, of New York City, invited 21-year-old Justin Cosby, of Cambridge, into a Harvard College dormitory. After trying to rob him of a pound of marijuana, they shot him. The victim, Cosby, was pronounced dead early the next day. Copney turned himself in three days later, and was convicted of murder and sentenced to life without parole.[105] His partners pleaded guilty to armed robbery and manslaughter with Jiggetts being sentenced to 9 to 12 years in prison and Aquino being sentenced to 18 to 20 years in prison.[106] His girlfriend, 21-year-old Brittany Smith, pleaded guilty to accessory after the fact, firearm possession, and misleading a grand jury and was sentenced to 3 years in prison.[107][108]"
5/18/2009,"Larose, Louisiana",1,0,1,"15-year-old Larose-Cut Off Middle School student, Justin Doucet, carried his backpack to a restroom, where he put on camouflage clothes and took out a semi-automatic handgun before storming into a nearby classroom. He attempted to shoot a teacher, Jessica Plaisance, but the gun did not fire. He returned to the restroom and shot himself in the head, dying a week later of his wounds.[109][110]"
6/16/2009,"San Francisco, California",0,3,3,"After students were being let out of International Studies Academy on the first day of summer school classes, a man left a car and opened fire, wounding three people, including a 17-year-old female student. An 18-year-old man was arrested for being an accessory in the crime.[111]"
9/3/2009,"San Bruno, California",0,1,1,"A 20-year-old student was wounded in the parking lot of Skyline College after an argument between him and other men. The college campus was placed on lockdown. Three San Francisco residents, 18-year-old Germaine B. Benjamin, 20-year-old Dimaryea J. McGhee, and 18-year-old Jacori W. Bender, were each arrested and charged with felony firearm offenses.[112]"
2/5/2010,"Madison, Alabama",1,0,1,"14-year-old student, Hammad Memon, killed 14-year-old Todd Brown at Discovery Middle School as classes were changing. The shooting was possibly related to gang activity. In May 2013, Memon pleaded guilty to the murder and was sentenced to thirty years of prison. After Memon is released from prison, he is likely to be deported to his native Pakistan.[113]"
2/12/2010,"Huntsville, Alabama",3,3,6,"2010 University of Alabama in Huntsville shooting: During a biology department meeting with approximately twelve people in attendance, 44-year-old professor of biology Amy Bishop stood up and opened fire. After killing three and wounding three others, Bishop was pushed out of the meeting room by the survivors after her gun ran out of ammo. After being arrested without incident by the police outside the science building, Bishop denied that the shooting even happened. In 1986, Bishop shot and killed her brother in Braintree, Massachusetts, in an incident ruled an accident. In 1993, Bishop and her husband were questioned after a pipe bomb threat incident toward her lab supervisor.[114]"
2/19/2010,"DeKalb, Illinois",0,1,1,"Less than a week after Northern Illinois University solemnly marked the second anniversary of a mass shooting on campus that claimed the lives of five students, the DeKalb school was the scene of further gun violence. 24-year-old NIU student, Brian Mulder, refused entry to 22-year-old Zachary R. Isaacman, when he had tried to follow a female resident into the Stevenson Residence Hall North, where they were living, because he was not a resident. Moments later, while outside the dorm smoking with a friend, Mulder was shot by Isaacman, with a handgun in the leg above the knee. Isaacman tried to flee, but was caught by police within minutes.[115]"
2/23/2010,"Littleton, Colorado",0,2,2,"At Deer Creek Middle School, 32-year-old Bruco Strong Eagle Eastwood opened fire from a rifle in a parking lot, and wounded two eighth-graders Reagan Webber and Matt Thieu, before being restrained by 57-year-old Math teacher, David Benke, and held until his arrest. The boy's wounds were critical for the four days following the shooting.[116] In October 2011, Eastwood was found not guilty by reason of insanity.[117][118]"
5/11/2010,"Bladenboro, North Carolina",0,1,1,A West Bladen High School student was shot on campus as students were leaving school for the day. Investigators said the incident started when a fight broke out between two groups of students near the high school's entrance.[119]
9/8/2010,"Detroit, Michigan",0,2,2,"Two students were wounded in front of Mumford High School by 17-year-old Steven Jamal Hare. He was tried as an adult and charged with assault with intent to kill. In 2012, Hare was sentenced to 27 years in prison.[120]"
9/28/2010,"Austin, Texas",1,0,1,"A 19-year-old sophomore student Colton Tooley, wielding an AK-47 and wearing a ski mask, opened fire and then killed himself in a University of Texas library[121]"
10/1/2010,"Salinas, California",1,0,1,15-year-old student Jose Daniel Cisneros was killed after being shot several times on an athletic field at Alisal High School while walking to school. Police said that the shooting was gang-related.[122]
10/8/2010,"Carlsbad, California",0,2,2,"41-year-old Brendan O'Rourke climbed over a fence and opened fire with a handgun in a playground of Kelly Elementary School, which had 230 students; two second-grade female students were grazed in the arms before O'Rourke was subdued by a construction worker. He was found guilty of seven counts of attempted murder and was sentenced to 189 years to life in prison.[123]"
10/23/2010,"Topeka, Kansas",1,1,2,"Two victims went to meet the two suspects on a field just outside of Topeka West High School school property to purchase marijuana. However the deal either went bad or they were ambushed, but Samantha Lindsay Hochard and Austin Tabor were both charged in the murder of 20-year-old Matthew C. Mitchell, and the attempted murder of 17-year-old Treshawn Wynee, who was wounded. A total of four suspects were arrested and charged with various offenses.[124][125][126][127]"
11/29/2010,"Marinette, Wisconsin",1,0,1,"15-year-old Samuel Hengel took 23 students and a teacher hostage inside a classroom of Marinette High School for five hours. He had stormed into the class, firing with a handgun at a movie projector. Police persuaded Hengel to release the hostages. After officers entered the building, Hengel shot himself in the head. He died the next day.[128]"
12/6/2010,"Aurora, Colorado",0,1,1,"In a gang-related attack outside Aurora Central High School, a 17-year-old girl was paralyzed. She was one of a group of students outside the school. 20-year-old Luis Enrique Guzman-Rincon, had fired shots from a car trying to hit gang rivals. Guzman-Ricon was sentenced to thirty-five years in prison.[129]"
1/5/2011,"Omaha, Nebraska",2,2,4,"At Millard South High School, 18-year-old student, Robert Butler Jr., killed assistant principal Dr. Vicki Kaspar and wounded principal Curtis Case before opening fire at police in the front office area, causing the school nurse to be wounded by gunshot debris. Butler then drove to a parking lot and shot himself as police cornered him.[130]"
3/25/2011,"Martinsville, Indiana",0,1,1,"Michael Phelps, a 15-year-old suspended student, returned to Martinsville West Middle School with a handgun. In the entrance of the school, Phelps shot 15-year-old Chance Jackson twice in the abdomen, critically wounding him. Phelps fled the school and dropped the handgun; he was arrested shortly after. Jackson had to undergo surgery three times to save his life; he suffers from post-traumatic stress disorder. Phelps was convicted of attempted murder in August 2011, and was sentenced to thirty years in prison and five years of probation.[131]"
3/31/2011,"Houston, Texas",1,5,6,"Multiple gunmen opened fire during a powder puff football game at Worthing High School. One man, an 18-year-old former student named Tremaine De Ante' Paul, died. Five other people were injured.[132]"
4/19/2011,"Houston, Texas",0,3,3,"A 6-year-old boy took a semi-automatic pistol in his backpack to Ross Elementary, Later that morning as he and more than 40 other kindergartners were having lunch in a crowded cafeteria, the boy accidentally fired the gun as he was showing it off to friends. The boy, as well as another 6-year-old boy and a 5-year-old girl were injured. Houston police say the gun belonged to a friend of the boy's family.[133]"
5/10/2011,"San Jose, California",3,0,3,"A man shot and killed two San Jose State University students in a campus parking garage, including his estranged wife. He then fatally shot himself.[134]"
5/23/2011,"Pearl City, Hawaii",0,1,1,"A 14-year-old male student was accused of firing a handgun on the campus of Highlands Intermediate School, wounding one student. The gunman was arrested on suspicion of attempted murder. Two other suspects were arrested in connection with the shooting.[135]"
8/19/2011,"Albany, Georgia",0,1,1,An Albany State University student was shot on campus.[136]
9/28/2011,"Jurupa Valley, California",2,0,2,"64-year-old Donaciano Aguirre fatally shot his 61-year-old wife and teacher's aide, Maria Celia Aguirre, in the parking lot of Patriot High School (California) at 10:40am. He then committed suicide and the school was put on lockdown. After being searched thoroughly, no other victims were found and students were let go late in the afternoon.[137]"
10/24/2011,"Fayetteville, North Carolina",0,1,1,"Cape Fear High School shooting: 15-year-old Catilyn Abercrombie, was shot in the neck with a rifle by fellow student, 15-year-old Charles Underwood, at Cape Fear High School. She was hospitalized for two months in a serious condition. Underwood was arrested and charged with attempted murder. He was convicted of attempted first-degree murder and sentenced to fifteen years in prison.[138]"
12/8/2011,"Blacksburg, Virginia",2,0,2,"22-year-old Ross Truett Ashley, part-time business student at Radford University, killed a police officer engaged in an unrelated traffic stop on the campus of Virginia Tech. He then committed suicide in a nearby parking lot.[139]"
12/9/2011,"Edinburg, Texas",0,2,2,"Two students were shot after school at Harwell Middle School in Edinburg, Texas while trying out for their school's basketball team. The shooting allegedly was done by an adult off campus, who was shooting at a target range.[140]"
12/28/2011,"Flint, Michigan",0,1,1,One person was shot and injured just behind Flint Northern High School as a basketball game was finishing inside.[141]
1/10/2012,"Houston, Texas",0,1,1,"A student opened fire with a handgun at North Forest High School, wounding another student. The shooter said that he had been confronted by three students who had been bullying him and he shot in self-defense. He hit a 16-year-old bystander in the leg. The 18-year-old suspect was charged with aggravated assault with a deadly weapon.[142]"
2/23/2012,"Bremerton, Washington",0,1,1,"Armin Jahr Elementary School:[143] A 9-year-old boy accidentally set off a firearm in class after slamming his backpack on a desk hitting 8-year-old Amina Kocer-Bowman in the abdomen causing her to spend 8 weeks in a hospital. The boy said he took the gun because he planned to run away from his uncle's house, where he lived, and that he planned to bring a gun with him for protection. The boy's mother, Jamie Lee Chaffin, a felon, eventually pleaded guilty to weapons charges and was sentenced to 14 months in prison.[144][145][146] The boy made a plea agreement with Kitsap County prosecutors, taking responsibility for bringing the handgun school to and was sentenced to a year of court-supervised probation.[146]"
2/27/2012,"Chardon, Ohio",3,3,6,"2012 Chardon High School shooting: 17-year-old Thomas ""T. J."" Lane, took a semi-automatic handgun and a knife to Chardon High School, where he fired ten shots at a group of students sitting in the cafeteria. He killed three boys and wounded three other students. One 16-year-old died immediately, two others died the following day. Lane was arrested early the next morning while standing near his car.[147] He was charged as an adult with murder, attempted murder, and firearms offenses. In March 2013, he was convicted and sentenced to three life sentences without the possibility of parole.[148]"
3/6/2012,"Jacksonville, Florida",2,0,2,"Shane Schumerth, a fired teacher at Episocpal High School, shot Headmistress Dale Regan before killing himself.[149][150][151][152][153][154][155]"
4/2/2012,"Oakland, California",7,3,10,"2012 Oikos University shooting: 43-year-old One L. Goh, was accused of shooting dead seven students with a handgun and wounding three others at Oikos University, a Christian college. He fled the scene, stealing a victim's car, and was apprehended hours later nearby. Goh was charged with seven counts of murder. In January 2013, Goh was determined to be mentally unfit for trial and committed for treatment.[156]"
8/16/2012,"Memphis, Tennessee",0,2,2,Two Hamilton High School students were wounded in the parking lot of the school. The attack was believed to be gang-related.[157]
8/27/2012,"Perry Hall, Maryland",0,1,1,"15-year-old Robert Gladden, fired two shots with a shotgun inside the cafeteria at Perry Hall School. He hit a 17-year-old senior in the lower back, causing critical wounds. The youth has Down syndrome. Gladden was subdued by two school faculty members, and arrested. In February 2013, he was sentenced to thirty-five years in prison on attempted murder charges.[158]"
9/7/2012,"Normal, Illinois",0,0,0,"A 14-year-old student fired multiple gunshots in a classroom ceiling at Normal Community High School, and was tackled by a teacher. Nobody was injured. The student was arrested and charged with sixteen felony counts.[159][160]"
10/19/2012,"Chicago, Illinois",1,0,1,"18-year-old Banner Academy South student, Terrance Wright, was killed during an attempted robbery. Wright was approached by five would-be robbers as he left the school about 3:40 p.m.. He was shot in the chest as he fought back when one assailant was going through his pockets. Wright had been picked on at his previous high school because he was gay, which led him to transfer to Banner.[161]"
10/31/2012,"Los Angeles, California",0,4,4,"At a Halloween party on the University of Southern California campus, an argument escalated and 20-year-old Brandon Spencer, used a handgun to shoot rival gang member, Geno Hall, seven times, critically wounding him. Spencer wounded three other people, none were students at USC, they were hospitalized with less serious injuries. Spencer was arrested just minutes after the shooting, which took place outside USC's Grand Ballroom at around 11:30 p.m.[162] In April 2014, he was convicted of attempted murder and sentenced to forty years to life in prison.[163]"
12/14/2012,"Newtown, Connecticut",28,2,30,"Sandy Hook Elementary School shooting: 20-year-old Adam Lanza killed twenty-six people and himself. He first killed his mother at their shared home before taking four of her guns and driving to the school, where he killed 20 first-grade children aged six and seven along with six adults, including four teachers, the principal, and the school psychologist. Two other persons were injured. Lanza then killed himself as police arrived at the school.[147][164]"
1/10/2013,"Taft, California",0,2,2,"16-year-old student, Bryan Oliver, entered a science classroom of Taft Union High School with a shotgun and opened fire, critically wounding 16-year-old student Bowe Cleveland. He shot at but missed another student. The classroom teacher Ryan Heber convinced Oliver, to drop his weapon. He was later arrested. On January 14, he was charged with two counts of attempted murder and assault with a firearm.[165] He was convicted and accepted a plea deal with a sentence of 27 years and 4 months.[166]"
1/12/2013,"Detroit, Michigan",0,1,1,A 16-year-old Osborn High School student was shot and wounded after a basketball game.[165]
1/15/2013,"St. Louis, Missouri",0,2,2,"A 34-year-old gunman wounded an administrator in his office on the fourth floor of Stevens Institute of Business and Arts. The suspected gunman, Sean Johnson, a part-time student, wounded himself in a stairwell. Both the administrator and Johnson were hospitalized in stable conditions. Johnson was convicted of three felony charges, including assault and was sentenced to 60 years in prison.[167][168][169]"
1/15/2013,"Hazard, Kentucky",3,0,3,"Two people were killed and a third person was wounded at the parking lot of Hazard Community and Technical College.[170] The third victim, 12-year-old Taylor Cornett, died from her wounds the next day.[171] 21-year-old Dalton Lee Stidham, was arrested and charged with three counts of murder. He was sentenced to life in prison without parole in 2014.[172]"
1/16/2013,"Chicago, Illinois",1,0,1,"A 17-year-old boy, Tyrone Lawson, was killed in a parking lot of Chicago State University. The shooting happened after high school basketball games held on the campus, where Lawson had been a spectator. Police arrested two brothers, Michael McNabb, 33, and Brian Hewlett (under the alias Stephen Gilbert), 30 after the shooting and recovered a weapon.[165][173][174]"
1/22/2013,"Houston, Texas",0,3,3,"Lone Star College–North Harris shooting: Outside Lone Star College–North Harris, two men got into an argument. One wounded the other. He also wounded a maintenance man, and accidentally shot himself in the leg. The shooter fled into the woods and was arrested hours later. The charges against the initial suspect were dropped and another man was arrested.[175]"
1/31/2013,"Atlanta, Georgia",0,2,2,"A 14-year-old male student was wounded at Price Middle School. The gunman, a 15-year-old student, was believed to be arguing with the other student before using a handgun to shoot him. A teacher was also wounded. Afterward, the gunman was disarmed by a school resource officer and arrested; police charged him with aggravated assault.[176][177]"
2/1/2013,"Detroit, Michigan",1,1,2,"At Martin Luther King high school, a 15-year-old was injured and a 16-year-old was killed after they tried to rob a school coach who was walking to his car with two students after practice. The coach was the shooter and was a reserve police officer whom authorities ruled was acting in self defense.[178][179]"
3/18/2013,"Orlando, Florida",1,0,1,"At the University of Central Florida, 30-year-old student James Oliver Seevakumaran pulled a fire alarm at the Tower One dormitory, to attract a crowd. He pointed a handgun at his roommate and threatened to shoot him in their room; he released the roommate, who ran out and called 9-1-1. Seevakumaran then fatally shot himself in the head. Authorities found an assault weapon, a couple hundred rounds of ammunition and four homemade bombs inside his backpack.[180]"
4/12/2013,"Christiansburg, Virginia",0,2,2,"New River Community College shooting incident: Two women were wounded during a shooting at the campus of New River Community College. 18-year-old Neil Allen MacInnis, was taken into custody. In June 2014, he was sentenced to 38 years in prison.[181]"
4/16/2013,"Grambling, Louisiana",0,3,3,Three students were injured on the campus of Grambling State University.[182]
4/18/2013,"Cambridge, Massachusetts",2,2,4,"Three days after committing the Boston Marathon bombing, while still at large, the brothers Dzhokhar Tsarnaev and Tamerlan Tsarnaev shot and killed Massachusetts Institute of Technology campus police officer Sean Collier[183] in his patrol car near MIT's Ray and Maria Stata Center.[184] About three hours after the MIT shooting and after carjacking a vehicle, Tamerlan died in a gunfight with police in Watertown, Massachusetts. Another officer was seriously wounded. Shot in the neck and hiding in a boat parked nearby, Dzhokhar was arrested 18 hours later, and hospitalized in critical condition.[184] He was sentenced to death in 2015."
5/14/2013,"Birmingham, Alabama",0,0,0,"Allegedly responding to a student fight, a mother of a student fired a weapon on the campus of Ossie Ware Mitchell Middle School. No one was injured.[185]"
6/7/2013,"Santa Monica, California",6,4,10,"2013 Santa Monica shootings: 23-year-old John Zawahri, began a killing spree at his home. After killing his 55-year-old father, Samir ""Sam"" Zawahri, and 25-year-old brother, Chris Zawahri, he set the house ablaze. Dressed all in black with body armor and wielding an AR-15-type semi-automatic rifle, Zawahri carjacked 41-year-old Laura Siska, shooting 50-year-old Debra Fine, as she attempted to intervene, before forcing Siska to drive to Santa Monica College. Upon arriving on the college campus, Zawahri began shooting at passing vehicles, including a police car and a city bus, leaving three people with minor injuries. Zawahri next targeted a Ford Explorer, killing the driver, 68-year-old campus groundskeeper, Carlos Navarro Franco, and fatally wounding the passenger, his 26-year-old daughter Marcela Diaz-Franco, a student at the college, who died two days later. 68-year-old Margarita Gomez, who was collecting cans outside the library, died after being shot in the abdomen and chest. Zawahri opened fire on students who were trying to run away. It ended at the college library where he opened fire on students studying for finals, before being fatally wounded in an exchange of gunfire with responding police officers.[186]"
8/20/2013,"Decatur, Georgia",0,0,0,"Armed with a 7.62mm AK-47-type assault rifle and nearly 500 rounds of ammunition, 20-year-old Michael Brandon Hill entered the Ronald E. McNair Discovery Learning Academy shortly after 1:00 PM and took several employees hostage in the principal's office. Hill ordered his hostages to call local ABC News affiliate WSB-TV, declaring that he wanted a camera crew to record him killing police officers. When responding law enforcement officers arrived at the school, Hill exited the office and fired six rounds at police, who immediately returned fire; no one was injured in the exchange and Hill returned to the office with his hostages. During the resulting standoff with police, Hill claimed to have a bomb in his car and in the school and repeatedly threatened to kill himself and the hostages. During the standoff, police managed to evacuate the students and staff out the back of the school. Hill was eventually persuaded to surrender by one of the hostages, Antoinette Tuff, who shared stories with him and tried to keep him calm during the siege. After pleading guilty to numerous charges stemming from the incident, Hill was sentenced to 20 years in prison and 20 years of supervised probation in September 2014.[187][188]"
8/22/2013,"Memphis, Tennessee",0,0,0,"A 5-year-old kindergarten student fired a handgun in his elementary school cafeteria. The Westside Elementary School student brought the gun to school in his backpack. While waiting for the opening bell in the cafeteria, the gun accidentally discharged one time inside the boy's backpack. There was no evidence of harmful intent and nobody was injured. To date, the boy is the youngest documented school shooter.[189]"
8/23/2013,"Sardis, Mississippi",1,2,3,"15-year-old student, Roderick Bobo, was killed during a football game at North Panola High School in what was termed a gang-related shooting. Two others were injured in the shooting. Three men were charged as being responsible for the crime.[190]"
8/30/2013,"Winston-Salem, North Carolina",0,1,1,"A 15-year-old male student was shot at Carver High School, at 2:30 p.m.. He was hospitalized with minor injuries.[191] An 18-year-old male student was apprehended without further incident. The suspected gunman is charged with assault with a deadly weapon inflicting serious injury, carrying a concealed gun, possessing and discharging a firearm, and carrying a firearm onto educational property. The shooting was believed related to a dispute between the suspect and the victim.[192]"
10/4/2013,"Pine Hills, Florida",0,2,2,"A 16-year-old student was shot in the hip outside Agape Christian Academy after a fight broke out at 2 p.m.. An innocent bystander was hit by a stray bullet or shrapnel. The two victims were treated for minor injuries. The suspected shooter reportedly fled in a car with several other males, and was not caught.[193]"
10/21/2013,"Sparks, Nevada",2,2,4,"12-year-old seventh-grade student Jose Reyes opened fire with a handgun at the basketball courts of Sparks Middle School, injuring one student in the shoulder. Michael Landsberry, a teacher and veteran, tried to intervene and was killed by Reyes. Reyes also wounded a student trying to help the teacher. Reyes then committed suicide by shooting himself in the head.[147][191] The shooting happened before classes, and the school was evacuated and was closed for the week."
11/2/2013,"Greensboro, North Carolina",0,1,1,A 21-year-old student was wounded at North Carolina A&T State University. The victim was hospitalized for serious but non-life-threatening injuries. The university was temporarily locked down that night. No suspects are in custody.[194]
11/3/2013,"Lithonia, Georgia",0,2,2,A Stephenson High School student and a janitor were shot in an apparent confrontation between football team members and a group of teens who were not attending the school. Both were innocent bystanders.[195]
11/13/2013,"Pittsburgh, Pennsylvania",0,3,3,"After classes ended, at least one gunman came out of the woods and opened fire on three students as they were walking to their cars at Brashear High School. One student was grazed in the head, another was struck in the neck and shoulder, and a third was hit in the leg and foot. Six people were taken into custody. The shooting is believed to be drug-related.[196]"
12/4/2013,"Winter Garden, Florida",0,1,1,"A 15-year-old student was wounded by a 17-year-old student near a soccer field on the campus of West Orange High School. The shooting occurred after a fight broke out between the two students. The 17-year-old suspected shooter was taken into custody several miles away from the school, and is charged with attempted murder, aggravated battery with a firearm, possession of a firearm by a minor and possession of a firearm on school grounds. In October 2014, the shooter was sentenced to twenty-five years in prison.[197]"
12/13/2013,"Centennial, Colorado",2,0,2,"18-year-old Karl Pierson, shot 17-year-old student Claire Davis in the head, fatally injuring her, in a hallway in Arapahoe High School. Pierson then took his own life.[147] Pierson was armed with a shotgun, three Molotov cocktails, and a machete. His intention was to shoot the librarian who had disciplined him. Claire Davis died from her injuries on December 21, 2013.[198]"
12/19/2013,"Fresno, California",0,1,1,"Four teens (16, 16, 16 and 17 years old) entered Edison High School in what was believed as a gang-initiation process. After accosting a 62-year-old woman about a mile away from school grounds, they found an athletic trainer who taught at Edison High and shot him several times in the leg and stomach.[199]"
1/15/2015,"Milwaukee, Wisconsin",0,3,3,"A 15-year-old boy, a student's father, and a teacher were each injured in the school parking lot at Wisconsin Lutheran High School. The student had unspecified injuries that were treated. The father was shot in the knee and the teacher was grazed in the toe. 36-year-old Michael Riley was charged in the shooting.[237] In June 2016, Riley pled guilty to first degree reckless injury, use of a dangerous weapon, and felon in possession of a firearm and on September 2, 2016, Riley was sentenced to six years in prison and six years of extended supervision.[238]"
1/16/2015,"Ocala, Florida",0,2,2,"Two were injured in gunfire that occurred after a Friday night basketball game at Vanguard High School. One was injured directly by a bullet, the other by ricocheting glass.[239]"
2/4/2015,"Frederick, Maryland",0,2,2,"Two students were shot near the gymnasium of Frederick High School during a junior varsity (JV) boys' basketball game. Approximately two hundred students, staff, and faculty were placed on lockdown for several hours after the shooting while police searched for the suspects. Brandon Earl Tyler, 21, and Chandler Tristan Davenport, 19 were charged with the shooting.[240][241]"
2/14/2015,"Merced, California",1,0,1,16-year-old Benito Aguirre was found dead in the parking lot of Tenaya Middle School. The shooting was reported to have occurred after school hours.[242][243]
2/23/2015,"Daytona Beach, Florida",0,3,3,"Two students argued outside the music building at Bethune-Cookman University when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.[244]"
3/30/2015,"University City, Missouri",0,1,1,"Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.[245]"
4/13/2015,"Goldsboro, North Carolina",1,0,1,"A faculty member was killed with a rifle in the school library of Wayne Community College. The 20-year-old gunman, Kenneth Stancil, was arrested in Florida the next day. As of January 2017, Stancil, an admitted Neo-Nazi is being investigated for a hate crime.[246] Stancil was later sentenced to life without parole for the murder.[247]"
4/16/2015,"Paradis, Louisiana",0,1,1,"A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.[248]"
5/12/2015,"Jacksonville, Florida",0,2,2,"Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.[249]"
5/14/2015,"Vallejo, California",1,0,1,"A student, 17, was killed in a robbery on a trail by the campus of Jesse M. Bethel High School; two men were arrested, non-students of the school, and sentenced to 21 years for manslaughter."
5/24/2015,"Flint, Michigan",0,7,7,"In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.[250]"
8/27/2015,"Savannah, Georgia",1,0,1,22-year-old student Christopher Starks was fatally shot in a student union building at Savannah State University. Justin Stephens was charged with the murder.[251][252]
9/3/2015,"Sacramento, California",1,2,3,"A man was arguing with at least one other person escalated into a physical fight on the parking lot of Sacramento City College. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspects: Tevita Kaihea and Charlie Hola (both 19 years old) were not arrested for the shooting until December of that year and in 2018 Kaihea was sentenced to 112 years to life in prison and Hola was sentenced to 49 years to life.[253][254][255][256]"
9/14/2015,"Cleveland, Mississippi",3,0,3,A man killed a woman at his home before fatally shooting an American history professor on the Delta State University campus. The shooter later committed suicide after a chase.[257]
9/30/2015,"Harrisburg, South Dakota",0,1,1,"A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, 16-year-old Mason Buhl at the school, was taken into custody and was charged with first-degree attempted murder and sentenced to 25 years with 15 years suspended on supervised probation.[258][259]"
10/1/2015,"Roseburg, Oregon",10,9,19,"2015 Umpqua Community College shooting: At around 10:40 a.m. PDT, a gunman, later identified as 26-year-old student Christopher Harper-Mercer, opened fire in a hall on the Umpqua Community College campus, killing eight students and a teacher, and injuring nine others. The gunman later committed suicide after engaging responding police officers in a brief gunfight.[260]"
10/9/2015,"Flagstaff, Arizona",1,3,4,"2015 Northern Arizona University shooting: One student died and three others were wounded in a shooting at Northern Arizona University. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.[261]"
10/9/2015,"Houston, Texas",1,1,2,One person died and another person was injured after someone opened fire outside a Texas Southern University dorm.[262]
10/22/2015,"Nashville, Tennessee",1,3,4,One person was killed and three others were wounded in a shooting at an outdoor courtyard at Tennessee State University. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.[263]
11/1/2015,"Winston-Salem, North Carolina",1,1,2,"One person died and another person was injured, after someone opened fire on the campus of Winston-Salem State University. A 21-year-old non-student suspect is sought.[264]"
11/20/2015,"North Las Vegas, Nevada",1,0,1,A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus of Mojave High School.[265]
12/20/2015,"Wichita, Kansas",0,1,1,"At Wichita West High School, an armed 17-year-old gang member ran toward the gymnasium while being followed by police after fleeing a traffic stop, the boy was then shot by an officer.[266][267]"
1/22/2016,"Indianapolis, Indiana",0,1,1,A 15-year-old male was shot in the leg and injured during a night-time basketball game at Lawrence Central High School.[268]
1/29/2016,"Philadelphia, Pennsylvania",0,0,0,"A gunshot was fired during a fight in a stairwell at Franklin High School, and no injuries were reported. Three people were detained.[269]"
2/9/2016,"Muskegon Heights, Michigan",0,4,4,"Four people, including two students, were injured during a basketball game event in the parking lot of Muskegon Heights High School.[270]"
2/12/2016,"Glendale, Arizona",2,0,2,Two 15-year-old girls died in an apparent murder-suicide at Independence High School.[271]
2/29/2016,"Middletown, Ohio",0,4,4,"15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when 14-year-old James Austin Hancock, opened fire in the Madison High School cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries.[272] Hancock was apprehended in a nearby wooded field.[273]"
4/23/2016,"Antigo, Wisconsin",1,2,3,"Two students at a prom at Antigo High School were shot and injured by 18-year-old former student Jakob Wagner. Wagner later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital."
4/26/2016,"Dodge City, Kansas",0,0,0,"Uriel Adame, Juan Buendia, and Jose Guzma were arrested for a shooting at Dodge City Community College. Guzman shot at three students in a campus parking lot. No one was injured, but a car was struck by a gunshot. Guzman was arrested for attempted first degree murder and conspiracy to commit aggravated robbery. Adame and Buenida were arrested for conspiracy to commit first-degree murder and conspiracy to commit aggravated robbery.[274][275]"
5/15/2016,"Augusta, Kansas",0,2,2,"During the Augusta High School graduation ceremony when a man armed with a licensed and concealed handgun tucked in his sock tried to adjust it and accidentally fired it, injuring himself and a woman.[276][277]"
